Week Number,FOODS_1_161,FOODS_1_218
193,16,8
194,9,8
195,18,8
196,11,13
197,20,13
198,10,3
199,12,3
200,6,7
201,7,10
202,6,11
203,19,12
204,12,12
205,7,18
206,14,4
207,4,4
208,3,7
209,5,7
210,11,8
211,20,17
212,13,26
213,10,2
214,10,12
215,6,8
216,4,6
217,14,4
218,16,6
219,13,4
220,4,9
221,2,17
222,27,11
223,48,17
224,37,9
225,23,20
226,23,13
227,13,7
228,16,14
229,16,16
230,28,17
231,2,3
232,4,20
233,0,14
234,1,5
235,0,7
236,2,1
237,5,2
238,5,7
239,2,18
240,0,16
241,1,12
242,0,2
243,1,4
244,1,18
245,1,23
246,2,59
247,1,30
248,1,27
249,8,17
250,28,11
251,24,4
252,41,11
253,47,10
254,33,8
255,12,4
256,18,12
257,9,6
258,12,11
259,6,27
260,8,31
261,19,17
262,10,20
263,16,7
264,8,7
265,7,7
266,4,5
267,10,18
268,15,17
269,5,1
270,4,2
271,4,4
272,2,2
273,4,1
274,13,1
275,10,3
276,2,0
277,4,8
278,4,2
279,10,6
280,9,4
281,7,4
282,9,4
283,6,4
284,2,1
285,4,0
286,11,5
287,17,2
288,6,3
289,11,0
290,4,2
291,8,2
292,4,0
293,4,1
294,13,3
295,63,2
296,12,2
297,1,0
298,8,0
299,12,3
300,2,0
301,7,1
302,15,27
303,14,25
304,12,13
305,13,20
306,5,4
307,8,10
308,6,11
309,7,5
310,8,9
311,5,8
312,25,5
313,15,5
314,18,3
315,14,20
316,23,14
317,4,36
318,5,6
319,6,6
320,8,4
321,6,1
322,14,4
323,9,7
324,2,2
325,1,2
326,3,27
327,4,35
328,22,26
329,10,13
330,6,12
331,0,0
332,0,2
333,8,6
334,9,1
335,10,4
336,3,1
337,39,54
338,21,33
339,10,41
340,8,38
341,3,25
342,7,13
343,9,13
344,6,18
345,6,18
346,5,20
347,7,14
348,14,23
349,8,19
350,14,26
351,4,68
352,3,28
353,6,25
354,5,14
355,0,24
356,1,14
357,7,23
358,6,27
359,28,41
360,18,19
361,8,19
362,16,24
363,18,35
364,23,37
365,16,55
366,8,38
367,14,25
368,11,23
369,11,45
370,17,28
371,12,39
372,17,44
373,20,28
374,15,17
375,17,19
376,11,26
377,11,25
378,12,38
379,33,67
380,18,46
381,8,33
382,10,30
383,13,31
384,15,31
385,8,18
386,13,31
387,15,37
388,14,19
389,4,19
390,3,14
391,8,13
392,4,21
393,34,55
394,15,37
395,12,25
396,14,26
397,10,18
398,16,31
399,11,32
400,15,43
401,10,36
402,9,18
403,5,29
404,6,18
405,4,8
406,7,8
407,20,21
408,9,26
409,5,23
410,8,17
411,1,15
412,1,15
413,18,28
414,16,34
415,21,31
416,9,18
417,5,15
418,3,15
419,8,11
420,9,30
421,9,27
422,21,32
423,8,15
424,12,10
425,7,13
426,10,15
427,3,15
428,9,15
429,24,31
430,12,16
431,18,8
432,18,21
433,12,17
434,35,31
435,41,46
436,24,25
437,12,23
438,21,23
439,10,24
440,8,15
441,6,16
442,7,21
443,8,11
444,12,6
445,13,8
446,20,5
447,7,8
448,13,3
449,10,20
450,7,5
451,8,5
452,9,8
453,5,2
454,6,9
455,14,6
456,6,16
457,9,17
458,11,6
459,8,12
460,9,11
461,4,6
462,19,16
463,16,14
464,14,27
465,21,11
466,6,4
467,9,9
468,7,10
469,8,19
470,10,14
471,7,27
472,3,6
473,5,5
474,4,8
475,12,15
476,12,19
477,14,11
478,13,4
479,13,2
480,11,2
481,0,4
482,3,5
483,11,8
484,1,16
485,5,16
486,4,14
487,2,13
488,7,10
489,3,8
490,12,15
491,5,24
492,5,23
493,5,14
494,14,21
495,8,13
496,10,24
497,10,35
498,17,29
499,8,11
500,6,8
501,6,20
502,11,20
503,10,13
504,12,14
505,11,37
506,7,20
507,13,20
508,10,12
509,10,11
510,9,18
511,11,30
512,14,25
513,10,40
514,10,12
515,15,21
516,8,22
517,4,15
518,12,30
519,15,32
520,8,27
521,8,18
522,14,29
523,6,25
524,10,22
525,23,20
526,17,15
527,3,47
528,7,22
529,3,14
530,7,9
531,17,22
532,21,20
533,10,31
534,7,27
535,8,23
536,15,21
537,11,20
538,12,18
539,17,24
540,4,27
541,5,25
542,8,15
543,6,17
544,7,9
545,6,12
546,11,14
547,18,20
548,14,10
549,10,10
550,4,27
551,13,28
552,5,38
553,5,34
554,11,46
555,4,33
556,5,16
557,5,8
558,7,24
559,9,22
560,4,22
561,10,22
562,4,25
563,5,11
564,5,8
565,9,7
566,7,8
567,6,16
568,10,21
569,5,20
570,9,10
571,10,16
572,3,14
573,3,10
574,8,19
575,11,23
576,1,15
577,3,8
578,6,11
579,4,21
580,5,12
581,6,19
582,6,32
583,10,17
584,12,34
585,8,13
586,1,14
587,2,8
588,2,13
589,6,43
590,1,21
591,8,24
592,1,13
593,4,21
594,5,15
595,35,23
596,12,11
597,8,15
598,7,6
599,0,12
600,3,9
601,1,16
602,2,18
603,21,23
604,7,15
605,3,15
606,3,8
607,13,11
608,13,12
609,8,14
610,4,13
611,3,8
612,5,5
613,9,10
614,8,9
615,8,13
616,1,6
617,7,7
618,5,13
619,2,9
620,6,8
621,5,7
622,4,6
623,5,8
624,2,6
625,4,4
626,2,2
627,2,10
628,1,5
629,1,12
630,0,5
631,4,8
632,1,6
633,2,3
634,3,8
635,2,11
636,4,8
637,5,12
638,2,15
639,0,15
640,1,7
641,1,9
642,0,9
643,3,14
644,2,10
645,5,8
646,2,16
647,1,10
648,4,7
649,1,14
650,2,4
651,0,10
652,5,7
653,1,2
654,1,7
655,3,9
656,7,10
657,9,3
658,3,12
659,1,6
660,5,7
661,2,14
662,18,19
663,9,16
664,0,2
665,17,13
666,15,7
667,18,11
668,11,5
669,11,9
670,6,7
671,6,6
672,3,10
673,18,12
674,13,10
675,12,5
676,12,4
677,8,6
678,15,5
679,11,6
680,28,7
681,15,9
682,14,1
683,7,3
684,11,2
685,3,6
686,10,7
687,12,10
688,10,6
689,7,2
690,13,0
691,11,1
692,20,2
693,16,6
694,11,0
695,27,6
696,19,26
697,0,0
698,5,4
699,9,4
700,5,21
701,4,19
702,14,5
703,14,11
704,9,5
705,5,3
706,4,6
707,16,13
708,16,7
709,6,9
710,6,14
711,4,14
712,2,9
713,3,17
714,6,24
715,1,22
716,15,22
717,1,15
718,2,11
719,3,3
720,3,16
721,2,15
722,39,33
723,16,22
724,10,21
725,9,16
726,4,26
727,8,11
728,8,14
729,9,22
730,5,19
731,0,9
732,3,10
733,3,11
734,3,4
735,8,7
736,7,8
737,3,4
738,1,4
739,2,5
740,10,7
741,9,20
742,5,30
743,2,22
744,1,23
745,4,13
746,6,6
747,13,9
748,7,12
749,3,26
750,9,13
751,17,19
752,15,14
753,6,3
754,20,8
755,11,4
756,19,8
757,20,13
758,6,10
759,3,3
760,2,1
761,4,6
762,5,1
763,6,0
764,9,7
765,6,3
766,3,5
767,28,14
768,18,11
769,21,7
770,17,3
771,31,7
772,25,8
773,11,2
774,9,2
775,8,1
776,11,2
777,19,2
778,14,1
779,10,0
780,1,0
781,2,3
782,10,3
783,6,5
784,8,3
785,10,2
786,12,9
787,7,1
788,11,1
789,9,6
790,8,3
791,9,1
792,15,2
793,7,0
794,11,0
795,4,2
796,3,2
797,9,10
798,4,13
799,7,16
800,7,15
801,5,6
802,6,13
803,6,7
804,1,5
805,9,7
806,13,10
807,11,13
808,8,5
809,18,4
810,0,9
811,3,4
812,3,7
813,15,13
814,3,11
815,9,6
816,4,5
817,2,2
818,1,1
819,8,12
820,7,9
821,3,7
822,7,2
823,8,3
824,13,6
825,10,8
826,9,8
827,16,5
828,38,3
829,17,6
830,13,5
831,22,3
832,8,3
833,15,4
834,13,10
835,12,8
836,6,3
837,11,6
838,12,12
839,15,9
840,17,2
841,8,5
842,7,8
843,8,2
844,5,14
845,5,5
846,9,5
847,16,3
848,19,18
849,12,6
850,10,5
851,11,9
852,20,5
853,14,7
854,10,9
855,7,7
856,6,10
857,8,10
858,7,5
859,4,32
860,2,36
861,8,15
862,20,30
863,6,16
864,23,17
865,5,13
866,13,14
867,8,6
868,8,8
869,21,7
870,10,10
871,17,13
872,3,12
873,6,16
874,14,15
875,18,14
876,17,28
877,12,17
878,11,7
879,10,10
880,13,6
881,7,8
882,12,21
883,11,13
884,14,19
885,15,18
886,10,26
887,14,19
888,12,41
889,19,43
890,18,42
891,23,58
892,14,18
893,11,17
894,12,16
895,7,14
896,9,20
897,11,32
898,15,35
899,7,23
900,8,21
901,11,22
902,15,14
903,15,14
904,9,24
905,10,23
906,5,13
907,4,18
908,4,16
909,15,12
910,8,33
911,2,8
912,0,10
913,5,12
914,1,14
915,2,14
916,7,9
917,7,14
918,35,27
919,21,18
920,19,19
921,16,18
922,16,6
923,16,8
924,13,12
925,25,23
926,12,5
927,8,8
928,3,8
929,19,19
930,4,8
931,13,23
932,12,21
933,9,6
934,14,12
935,14,9
936,10,9
937,12,14
938,22,27
939,20,32
940,11,24
941,8,16
942,10,12
943,14,7
944,12,18
945,6,8
946,15,18
947,5,12
948,7,12
949,7,3
950,2,8
951,4,7
952,6,13
953,11,13
954,8,20
955,4,12
956,5,6
957,7,6
958,8,7
959,21,21
960,14,23
961,7,12
962,12,12
963,6,5
964,4,8
965,2,7
966,13,7
967,8,6
968,7,3
969,4,1
970,3,8
971,4,3
972,7,4
973,8,4
974,18,4
975,13,5
976,5,4
977,8,5
978,3,2
979,4,2
980,1,2
981,8,9
982,3,5
983,6,1
984,6,0
985,10,2
986,4,2
987,9,14
988,12,11
989,4,3
990,9,1
991,9,2
992,31,9
993,9,3
994,16,1
995,6,3
996,15,3
997,7,3
998,19,5
999,4,5
1000,10,2
1001,15,5
1002,7,3
1003,8,3
1004,7,3
1005,10,3
1006,6,3
1007,7,1
1008,8,4
1009,18,12
1010,16,12
1011,0,1
1012,11,4
1013,3,5
1014,5,7
1015,6,7
1016,11,3
1017,11,8
1018,4,3
1019,4,5
1020,6,4
1021,7,10
1022,1,9
1023,10,4
1024,10,8
1025,5,12
1026,13,3
1027,4,3
1028,3,6
1029,11,8
1030,20,8
1031,13,9
1032,10,7
1033,10,13
1034,9,12
1035,3,3
1036,10,3
1037,2,2
1038,5,9
1039,6,5
1040,16,4
1041,10,8
1042,14,5
1043,20,11
1044,9,9
1045,20,25
1046,8,4
1047,7,11
1048,8,7
1049,7,12
1050,10,14
1051,12,18
1052,10,9
1053,12,6
1054,25,8
1055,32,19
1056,6,19
1057,37,25
1058,35,22
1059,27,10
1060,26,14
1061,22,10
1062,0,0
1063,10,5
1064,0,6
1065,6,9
1066,6,8
1067,16,8
1068,5,8
1069,6,7
1070,3,3
1071,13,16
1072,10,5
1073,3,4
1074,8,5
1075,12,13
1076,5,3
1077,7,5
1078,12,11
1079,11,18
1080,9,1
1081,5,7
1082,1,3
1083,2,2
1084,1,6
1085,17,15
1086,11,22
1087,9,14
1088,15,10
1089,9,1
1090,1,4
1091,9,6
1092,10,14
1093,12,19
1094,21,17
1095,9,4
1096,9,11
1097,8,6
1098,9,17
1099,20,12
1100,15,23
1101,17,13
1102,7,5
1103,15,8
1104,13,10
1105,3,6
1106,9,13
1107,13,18
1108,12,10
1109,7,7
1110,12,12
1111,7,14
1112,2,6
1113,9,18
1114,13,17
1115,9,26
1116,7,10
1117,6,12
1118,10,12
1119,8,4
1120,16,19
1121,9,11
1122,10,6
1123,8,6
1124,18,13
1125,7,8
1126,4,13
1127,10,9
1128,10,29
1129,10,20
1130,3,5
1131,13,9
1132,12,8
1133,10,15
1134,18,12
1135,15,18
1136,13,9
1137,7,14
1138,11,8
1139,2,11
1140,4,9
1141,13,5
1142,18,16
1143,9,25
1144,10,10
1145,7,9
1146,5,17
1147,9,9
1148,12,10
1149,16,16
1150,10,11
1151,7,5
1152,31,24
1153,4,12
1154,5,6
1155,13,12
1156,9,17
1157,4,7
1158,2,6
1159,14,9
1160,17,22
1161,10,13
1162,4,14
1163,7,18
1164,6,10
1165,3,6
1166,6,7
1167,7,12
1168,14,14
1169,14,8
1170,31,28
1171,20,17
1172,14,10
1173,17,10
1174,8,28
1175,21,18
1176,10,19
1177,7,13
1178,8,9
1179,2,6
1180,6,13
1181,1,6
1182,9,10
1183,1,15
1184,8,26
1185,4,14
1186,6,8
1187,1,4
1188,0,8
1189,2,6
1190,3,6
1191,3,18
1192,1,28
1193,2,4
1194,3,5
1195,6,4
1196,0,4
1197,4,8
1198,3,4
1199,3,12
1200,1,1
1201,3,3
1202,1,0
1203,4,1
1204,1,3
1205,0,4
1206,2,19
1207,0,17
1208,1,21
1209,0,21
1210,2,24
1211,3,13
1212,10,10
1213,13,18
1214,12,2
1215,11,3
1216,4,4
1217,8,14
1218,4,14
1219,12,29
1220,12,34
1221,7,16
1222,10,16
1223,5,15
1224,9,7
1225,19,11
1226,12,35
1227,9,10
1228,12,25
1229,13,13
1230,12,10
1231,12,20
1232,17,14
1233,24,15
1234,10,14
1235,3,5
1236,9,4
1237,5,7
1238,10,3
1239,7,26
1240,4,21
1241,10,17
1242,13,13
1243,7,21
1244,7,11
1245,5,11
1246,9,22
1247,17,24
1248,10,16
1249,10,13
1250,14,20
1251,11,28
1252,26,28
1253,16,19
1254,17,13
1255,8,18
1256,7,14
1257,3,23
1258,0,17
1259,9,29
1260,15,21
1261,8,28
1262,6,25
1263,12,12
1264,10,11
1265,10,30
1266,6,20
1267,14,23
1268,15,35
1269,14,18
1270,8,19
1271,9,16
1272,39,28
1273,19,21
1274,10,22
1275,16,19
1276,25,15
1277,14,8
1278,14,16
1279,11,14
1280,17,14
1281,15,20
1282,14,25
1283,19,18
1284,8,15
1285,14,12
1286,10,10
1287,5,11
1288,7,6
1289,15,23
1290,20,60
1291,11,23
1292,12,20
1293,24,24
1294,14,18
1295,10,12
1296,22,33
1297,15,19
1298,16,11
1299,10,14
1300,7,15
1301,8,28
1302,8,17
1303,16,22
1304,6,26
1305,5,12
1306,9,10
1307,4,13
1308,15,13
1309,8,11
1310,19,16
1311,7,5
1312,15,10
1313,20,6
1314,6,10
1315,6,9
1316,10,18
1317,17,14
1318,7,15
1319,6,6
1320,2,10
1321,2,5
1322,6,9
1323,15,15
1324,15,16
1325,17,19
1326,6,12
1327,11,14
1328,4,10
1329,8,21
1330,3,12
1331,9,22
1332,5,17
1333,6,15
1334,4,4
1335,8,10
1336,7,17
1337,16,16
1338,13,18
1339,14,18
1340,5,12
1341,2,11
1342,8,17
1343,6,11
1344,14,19
1345,13,18
1346,20,17
1347,2,12
1348,9,25
1349,8,22
1350,9,11
1351,9,13
1352,7,33
1353,14,24
1354,12,28
1355,7,9
1356,7,10
1357,4,7
1358,11,15
1359,32,31
1360,10,23
1361,24,21
1362,8,12
1363,9,14
1364,4,22
1365,4,13
1366,8,19
1367,10,31
1368,16,21
1369,4,12
1370,4,12
1371,5,4
1372,8,11
1373,4,3
1374,5,13
1375,3,20
1376,9,16
1377,1,7
1378,5,19
1379,8,12
1380,8,12
1381,4,12
1382,6,9
1383,12,10
1384,4,17
1385,3,12
1386,9,14
1387,7,22
1388,8,26
1389,1,17
1390,8,22
1391,3,14
1392,3,8
1393,4,18
1394,6,28
1395,4,23
1396,5,13
1397,3,8
1398,2,8
1399,4,5
1400,12,16
1401,9,3
1402,4,1
1403,5,3
1404,3,1
1405,2,3
1406,2,15
1407,10,11
1408,4,13
1409,3,5
1410,7,4
1411,1,7
1412,12,18
1413,4,9
1414,20,12
1415,30,22
1416,13,16
1417,14,27
1418,11,3
1419,12,6
1420,16,3
1421,13,8
1422,14,15
1423,22,56
1424,39,43
1425,20,31
1426,22,28
1427,0,0
1428,10,6
1429,24,3
1430,17,8
1431,10,1
1432,14,4
1433,11,3
1434,7,9
1435,12,11
1436,8,17
1437,9,10
1438,14,2
1439,8,8
1440,3,7
1441,8,6
1442,4,8
1443,3,21
1444,7,13
1445,5,4
1446,5,6
1447,13,11
1448,10,9
1449,8,8
1450,18,13
1451,8,6
1452,15,11
1453,11,3
1454,10,11
1455,10,9
1456,12,12
1457,10,12
1458,11,22
1459,3,5
1460,9,11
1461,4,13
1462,11,22
1463,15,11
1464,18,28
1465,10,17
1466,4,8
1467,17,11
1468,15,17
1469,10,18
1470,4,28
1471,21,44
1472,17,22
1473,7,21
1474,9,16
1475,12,9
1476,11,14
1477,23,23
1478,65,92
1479,13,8
1480,7,4
1481,19,6
1482,7,8
1483,8,5
1484,11,11
1485,6,11
1486,11,12
1487,5,5
1488,7,3
1489,1,1
1490,5,12
1491,8,4
1492,11,6
1493,4,16
1494,5,12
1495,8,15
1496,6,2
1497,7,9
1498,5,7
1499,12,13
1500,7,5
1501,8,4
1502,6,5
1503,7,5
1504,5,7
1505,1,6
1506,8,10
1507,11,2
1508,6,5
1509,11,1
1510,7,13
1511,7,13
1512,15,14
1513,6,10
1514,7,5
1515,7,5
1516,3,6
1517,8,3
1518,5,5
1519,10,4
1520,7,4
1521,3,7
1522,6,6
1523,12,9
1524,7,2
1525,8,6
1526,20,13
1527,11,12
1528,6,7
1529,8,4
1530,2,4
1531,5,4
1532,12,4
1533,11,3
1534,21,9
1535,6,12
1536,3,10
1537,8,13
1538,5,10
1539,8,7
1540,9,1
1541,6,6
1542,10,2
1543,4,2
1544,3,3
1545,5,7
1546,7,5
1547,7,22
1548,14,31
1549,11,14
1550,5,18
1551,7,3
1552,4,18
1553,1,8
1554,12,10
1555,14,13
1556,8,28
1557,6,2
1558,14,13
1559,11,6
1560,3,14
1561,4,15
1562,9,17
1563,1,7
1564,5,4
1565,2,8
1566,5,6
1567,2,4
1568,10,13
1569,23,35
1570,9,13
1571,5,11
1572,9,9
1573,5,7
1574,8,13
1575,16,17
1576,13,22
1577,12,14
1578,9,12
1579,5,8
1580,8,5
1581,9,10
1582,17,21
1583,24,35
1584,16,9
1585,10,11
1586,16,11
1587,13,15
1588,1,7
1589,11,14
1590,13,27
1591,9,10
1592,4,11
1593,16,8
1594,9,8
1595,3,9
1596,5,10
1597,5,14
1598,4,8
1599,6,7
1600,13,7
1601,4,11
1602,3,14
1603,4,17
1604,11,11
1605,4,18
1606,5,10
1607,15,27
1608,2,8
1609,5,12
1610,7,30
1611,4,16
1612,8,8
1613,2,3
1614,1,7
1615,12,8
1616,26,17
1617,21,10
1618,10,6
1619,21,4
1620,10,14
1621,15,6
1622,15,8
1623,23,4
1624,19,6
1625,27,7
1626,21,5
1627,21,5
1628,29,10
1629,16,10
1630,11,20
1631,20,15
1632,11,21
1633,7,17
1634,10,17
1635,19,12
1636,15,12
1637,10,8
1638,8,5
1639,5,7
1640,6,14
1641,12,20
1642,12,7
1643,9,9
1644,6,7
1645,9,13
1646,10,15
1647,8,17
1648,10,21
1649,9,15
1650,7,16
1651,7,8
1652,20,17
1653,26,23
1654,7,15
1655,10,14
1656,10,8
1657,10,10
1658,7,7
1659,13,16
1660,16,16
1661,16,10
1662,15,12
1663,12,7
1664,15,3
1665,12,5
1666,6,9
1667,8,29
1668,4,15
1669,7,4
1670,6,14
1671,9,8
1672,10,4
1673,8,9
1674,9,8
1675,9,9
1676,8,4
1677,8,10
1678,11,9
1679,10,14
1680,17,13
1681,10,21
1682,11,12
1683,7,14
1684,1,20
1685,10,2
1686,5,4
1687,11,4
1688,7,7
1689,6,6
1690,20,19
1691,8,8
1692,3,8
1693,6,9
1694,10,9
1695,7,9
1696,5,7
1697,6,6
1698,20,0
1699,6,6
1700,5,17
1701,8,19
1702,13,16
1703,6,18
1704,12,10
1705,7,4
1706,4,7
1707,4,13
1708,7,13
1709,6,21
1710,8,13
1711,7,10
1712,11,9
1713,8,7
1714,7,5
1715,11,16
1716,10,15
1717,13,4
1718,4,7
1719,9,15
1720,10,9
1721,3,7
1722,5,9
1723,5,16
1724,13,15
1725,6,19
1726,5,5
1727,5,11
1728,6,7
1729,10,6
1730,13,9
1731,8,5
1732,3,3
1733,12,7
1734,3,1
1735,9,2
1736,14,23
1737,7,5
1738,3,1
1739,6,3
1740,3,4
1741,2,4
1742,2,2
1743,7,4
1744,5,10
1745,5,5
1746,3,5
1747,3,11
1748,3,2
1749,0,2
1750,2,4
1751,4,10
1752,4,3
1753,2,6
1754,4,7
1755,8,2
1756,1,2
1757,4,1
1758,7,5
1759,2,5
1760,9,16
1761,2,11
1762,10,5
1763,2,4
1764,4,12
1765,5,10
1766,1,4
1767,9,9
1768,5,6
1769,10,4
1770,5,2
1771,1,6
1772,7,9
1773,8,8
1774,2,3
1775,7,5
1776,5,7
1777,6,5
1778,7,11
1779,5,8
1780,18,6
1781,8,14
1782,2,6
1783,7,3
1784,17,11
1785,7,7
1786,19,12
1787,12,15
1788,11,8
1789,22,20
1790,40,14
1791,16,13
1792,0,0
1793,4,5
1794,8,9
1795,4,4
1796,5,4
1797,4,4
1798,4,2
1799,6,5
1800,4,9
1801,3,8
1802,10,3
1803,3,0
1804,5,1
1805,4,2
1806,5,7
1807,6,7
1808,8,5
1809,3,13
1810,14,3
1811,3,10
1812,6,13
1813,8,9
1814,13,8
1815,10,16
1816,9,8
1817,10,1
1818,8,5
1819,3,1
1820,5,3
1821,18,18
1822,9,27
1823,6,2
1824,8,6
1825,6,8
1826,8,2
1827,9,8
1828,17,5
1829,8,9
1830,3,1
1831,6,5
1832,5,4
1833,14,4
1834,16,6
1835,14,8
1836,10,8
1837,14,9
1838,14,17
1839,16,13
1840,11,12
1841,14,29
1842,16,15
1843,8,9
1844,15,9
1845,7,7
1846,7,9
1847,3,5
1848,13,13
1849,18,8
1850,5,2
1851,14,16
1852,8,12
1853,5,3
1854,4,8
1855,7,6
1856,15,17
1857,22,7
1858,13,13
1859,4,7
1860,9,11
1861,12,12
1862,7,7
1863,9,12
1864,9,10
1865,5,18
1866,11,14
1867,5,3
1868,14,18
1869,15,11
1870,22,17
1871,8,11
1872,14,10
1873,14,8
1874,13,9
1875,7,11
1876,8,8
1877,37,9
1878,33,7
1879,24,8
1880,25,25
1881,27,28
1882,8,22
1883,18,16
1884,27,17
1885,13,9
1886,16,1
1887,7,10
1888,5,6
1889,26,16
1890,6,6
1891,5,7
1892,10,11
1893,5,5
1894,8,5
1895,3,11
1896,0,6
1897,1,22
1898,5,12
1899,1,13
1900,6,11
1901,3,8
1902,2,11
1903,4,14
1904,0,10
1905,6,3
1906,2,10
1907,1,9
1908,1,5
1909,2,4
1910,0,2
1911,0,9
1912,2,8
1913,2,6
1914,3,9
1915,1,6
1916,0,4
1917,1,13
1918,1,6
1919,1,10
1920,1,9
1921,0,9
1922,0,16
1923,2,13
1924,0,13
1925,3,18
1926,5,16
1927,4,16
1928,1,5
1929,1,3
1930,0,4
1931,5,14
1932,1,13
1933,1,27
1934,8,6
1935,3,2
1936,1,12
1937,4,15
1938,1,2
1939,2,3
1940,0,4
1941,3,1
