date,revenue
2011-07-27,302094.8100000131
2011-07-28,312217.5500000199
2011-07-29,352930.69000001595
2011-07-30,401653.3300000085
2011-07-31,427158.47000001493
2011-08-01,395878.32000001246
2011-08-02,377507.3900000153
2011-08-03,405099.8800000157
2011-08-04,362735.4500000182
2011-08-05,399770.21000001155
2011-08-06,468896.7400000133
2011-08-07,498899.1300000106
2011-08-08,409192.23000001576
2011-08-09,413887.7100000068
2011-08-10,381384.0100000215
2011-08-11,395982.22000001144
2011-08-12,441089.18000001507
2011-08-13,508743.0600000141
2011-08-14,523512.43000000925
2011-08-15,435774.30000001425
2011-08-16,378547.9200000109
2011-08-17,357289.730000006
2011-08-18,351518.81000002124
2011-08-19,394173.20000000484
2011-08-20,468165.0400000088
2011-08-21,525673.0400000002
2011-08-22,386696.34000000096
2011-08-23,340629.27000000345
2011-08-24,332362.27000001346
2011-08-25,319805.65000001405
2011-08-26,355308.47000001365
2011-08-27,451027.2200000092
2011-08-28,476294.2000000205
2011-08-29,345081.049999999
2011-08-30,301347.63000001933
2011-08-31,327184.5600000137
2011-09-01,394469.17000001576
2011-09-02,433486.52000002563
2011-09-03,503460.8900000088
2011-09-04,411980.91000000987
2011-09-05,471397.1999999991
2011-09-06,412245.2900000156
2011-09-07,384182.0100000028
2011-09-08,373389.82000001153
2011-09-09,435186.17000001046
2011-09-10,506932.11000000825
2011-09-11,556357.4600000083
2011-09-12,421421.6300000097
2011-09-13,389611.9100000127
2011-09-14,361710.56000000605
2011-09-15,409249.1100000199
2011-09-16,407701.22000001016
2011-09-17,483548.77000000427
2011-09-18,497907.76000000245
2011-09-19,379935.02000001096
2011-09-20,347088.28000000695
2011-09-21,334962.62000001833
2011-09-22,330254.19000002294
2011-09-23,392452.56000001467
2011-09-24,476595.06000001094
2011-09-25,503259.71000002656
2011-09-26,360699.00000001676
2011-09-27,333434.02000001393
2011-09-28,323981.2600000173
2011-09-29,314224.9100000145
2011-09-30,412123.79000002437
2011-10-01,559311.7400000058
2011-10-02,565672.7799999994
2011-10-03,467468.5800000199
2011-10-04,399714.8500000176
2011-10-05,412701.2900000167
2011-10-06,411508.75000000926
2011-10-07,459976.4000000298
2011-10-08,546874.850000035
2011-10-09,573682.7000000048
2011-10-10,470316.1300000331
2011-10-11,420529.4900000232
2011-10-12,435133.88000002137
2011-10-13,404672.06000002177
2011-10-14,452944.450000022
2011-10-15,587115.790000014
2011-10-16,554968.7699999985
2011-10-17,426967.4400000241
2011-10-18,364971.7100000148
2011-10-19,339137.4700000181
2011-10-20,332925.44000002136
2011-10-21,389396.2600000142
2011-10-22,482259.8200000159
2011-10-23,493704.4300000101
2011-10-24,371016.0400000105
2011-10-25,332046.3100000114
2011-10-26,315188.7100000154
2011-10-27,328437.57000001223
2011-10-28,386612.7000000146
2011-10-29,480554.380000012
2011-10-30,493249.9900000178
2011-10-31,330900.05000002234
2011-11-01,377652.1800000146
2011-11-02,358049.3600000213
2011-11-03,403667.020000011
2011-11-04,409336.8000000021
2011-11-05,532600.4300000204
2011-11-06,598793.3900000143
2011-11-07,423492.1600000235
2011-11-08,389350.3600000135
2011-11-09,412012.72000001627
2011-11-10,391836.5000000113
2011-11-11,445513.4400000217
2011-11-12,533852.3000000158
2011-11-13,557033.6100000258
2011-11-14,409279.05000001116
2011-11-15,418651.5400000144
2011-11-16,368699.20000002347
2011-11-17,348980.88000001624
2011-11-18,388899.8400000184
2011-11-19,498841.78000001935
2011-11-20,493155.55000001355
2011-11-21,390494.95000001125
2011-11-22,387206.8400000111
2011-11-23,481356.64000001183
2011-11-24,304110.4400000078
2011-11-25,327742.88000001834
2011-11-26,358270.52000001573
2011-11-27,406261.05000000953
2011-11-28,335205.77000000956
2011-11-29,314433.97000001854
2011-11-30,309987.6300000195
2011-12-01,377494.12000000826
2011-12-02,428133.5900000176
2011-12-03,561722.1000000047
2011-12-04,541909.2999999936
2011-12-05,465969.22000001324
2011-12-06,436121.77000000613
2011-12-07,402499.02000000695
2011-12-08,408754.9400000125
2011-12-09,452138.81000001554
2011-12-10,530979.590000004
2011-12-11,589622.319999995
2011-12-12,479858.9400000142
2011-12-13,445170.06999999477
2011-12-14,434069.7400000229
2011-12-15,492306.23000000435
2011-12-16,449510.8500000065
2011-12-17,525803.7500000083
2011-12-18,512810.27000000834
2011-12-19,430346.6500000036
2011-12-20,420471.6300000074
2011-12-21,418622.4000000023
2011-12-22,436522.0000000056
2011-12-23,548603.80000001
2011-12-24,498201.5600000064
2011-12-25,228.83999999999955
2011-12-26,409120.63000000315
2011-12-27,366550.7300000055
2011-12-28,366953.92000000837
2011-12-29,364546.22000000195
2011-12-30,489265.5699999974
2011-12-31,533243.4499999998
2012-01-01,333495.1400000055
2012-01-02,504703.2299999996
2012-01-03,447089.8300000219
2012-01-04,390382.5600000062
2012-01-05,447722.990000009
2012-01-06,469531.30999999744
2012-01-07,576355.4399999914
2012-01-08,604886.2600000054
2012-01-09,465130.4700000034
2012-01-10,415559.3200000004
2012-01-11,457209.13000000577
2012-01-12,402513.4600000077
2012-01-13,469320.8700000041
2012-01-14,568251.6899999937
2012-01-15,584549.5999999916
2012-01-16,489578.75000001164
2012-01-17,358024.41000001994
2012-01-18,392254.77000000764
2012-01-19,374995.47000000847
2012-01-20,414800.15000001143
2012-01-21,579555.0499999867
2012-01-22,515123.52000001585
2012-01-23,379156.8700000038
2012-01-24,359022.5100000176
2012-01-25,340528.73000001354
2012-01-26,337643.2799999984
2012-01-27,396386.9600000104
2012-01-28,503060.4900000096
2012-01-29,515518.6699999875
2012-01-30,385593.0700000033
2012-01-31,381516.1899999913
2012-02-01,437150.829999997
2012-02-02,444977.18000000203
2012-02-03,535104.9100000119
2012-02-04,655947.2299999815
2012-02-05,666808.0899999706
2012-02-06,496093.6299999971
2012-02-07,453231.5300000086
2012-02-08,453379.6900000092
2012-02-09,478079.1400000022
2012-02-10,472166.8400000036
2012-02-11,649529.6199999742
2012-02-12,685183.4399999684
2012-02-13,553999.0699999942
2012-02-14,406134.95000000636
2012-02-15,419545.68000002013
2012-02-16,387996.96000001195
2012-02-17,429721.4000000089
2012-02-18,557472.2100000045
2012-02-19,563328.5799999948
2012-02-20,462722.07000000833
2012-02-21,387707.7000000096
2012-02-22,368943.9400000022
2012-02-23,370552.23000001913
2012-02-24,420171.68000000244
2012-02-25,527012.900000005
2012-02-26,557708.6600000034
2012-02-27,416631.8900000149
2012-02-28,366514.1400000042
2012-02-29,364519.03000001534
2012-03-01,451636.8600000042
2012-03-02,493306.3500000043
2012-03-03,635013.1899999904
2012-03-04,622172.8599999944
2012-03-05,535145.5799999898
2012-03-06,517162.98000000016
2012-03-07,462069.09999999875
2012-03-08,474412.31000000774
2012-03-09,525565.4000000013
2012-03-10,619758.8499999903
2012-03-11,665604.899999987
2012-03-12,537652.2800000088
2012-03-13,473567.0600000035
2012-03-14,442634.12000000454
2012-03-15,499593.36000001687
2012-03-16,483673.17000000394
2012-03-17,582959.0199999844
2012-03-18,595884.340000011
2012-03-19,451792.97000000393
2012-03-20,390499.74999999744
2012-03-21,400137.73000000406
2012-03-22,400527.01000000106
2012-03-23,435621.27000000933
2012-03-24,569955.2199999971
2012-03-25,597754.9599999887
2012-03-26,438310.84000001114
2012-03-27,378002.94999999454
2012-03-28,382061.8700000081
2012-03-29,366442.3499999976
2012-03-30,459448.3500000051
2012-03-31,557382.5599999919
2012-04-01,630393.239999979
2012-04-02,493686.1999999992
2012-04-03,533343.8000000097
2012-04-04,451728.450000002
2012-04-05,501900.99999999796
2012-04-06,617335.9699999847
2012-04-07,735257.4499999551
2012-04-08,594465.7099999957
2012-04-09,511521.3599999856
2012-04-10,457554.0199999945
2012-04-11,466905.7800000079
2012-04-12,455719.9799999979
2012-04-13,494783.9999999962
2012-04-14,593062.9799999862
2012-04-15,626435.4599999815
2012-04-16,434555.04000000143
2012-04-17,414762.0200000087
2012-04-18,389457.4200000017
2012-04-19,381971.7599999934
2012-04-20,435540.5499999942
2012-04-21,564819.3399999879
2012-04-22,574750.529999997
2012-04-23,415167.6400000068
2012-04-24,387851.98999999755
2012-04-25,375443.5000000124
2012-04-26,381417.98000000743
2012-04-27,437036.9999999923
2012-04-28,532699.4200000014
2012-04-29,573299.5799999903
2012-04-30,426478.9599999966
2012-05-01,467708.67999999225
2012-05-02,463864.56000000786
2012-05-03,513009.3299999952
2012-05-04,517565.0600000095
2012-05-05,640125.5899999773
2012-05-06,690767.2399999704
2012-05-07,573673.5099999751
2012-05-08,508477.6399999877
2012-05-09,518675.06999999034
2012-05-10,480277.52000000206
2012-05-11,549796.0700000034
2012-05-12,677715.8299999627
2012-05-13,566588.4999999804
2012-05-14,524500.4999999922
2012-05-15,535027.6200000002
2012-05-16,473421.96000000293
2012-05-17,451072.78000000183
2012-05-18,522769.3999999865
2012-05-19,602793.0299999792
2012-05-20,647253.1599999513
2012-05-21,461618.8600000034
2012-05-22,438808.67000000284
2012-05-23,419018.7999999951
2012-05-24,440691.4199999943
2012-05-25,527280.1199999888
2012-05-26,589940.1699999673
2012-05-27,543978.7099999856
2012-05-28,531958.3899999902
2012-05-29,435922.779999992
2012-05-30,425361.27999999473
2012-05-31,433801.8399999949
2012-06-01,570364.3599999838
2012-06-02,679313.7899999768
2012-06-03,717205.2199999652
2012-06-04,534124.9499999991
2012-06-05,561877.889999993
2012-06-06,562044.1799999905
2012-06-07,551429.0699999944
2012-06-08,601901.4699999742
2012-06-09,711243.7799999787
2012-06-10,692576.1399999643
2012-06-11,629040.4799999568
2012-06-12,567867.0599999974
2012-06-13,512611.54000000545
2012-06-14,532685.5099999956
2012-06-15,648962.1999999664
2012-06-16,670470.3499999676
2012-06-17,604973.3999999682
2012-06-18,523798.74999999115
2012-06-19,485108.81999999215
2012-06-20,476624.7100000001
2012-06-21,468185.3099999995
2012-06-22,536170.4200000023
2012-06-23,590169.2699999824
2012-06-24,619403.8699999738
2012-06-25,484408.27999998897
2012-06-26,434777.7800000022
2012-06-27,425610.3800000089
2012-06-28,441108.4299999959
2012-06-29,533818.1200000007
2012-06-30,571784.8199999742
2012-07-01,630193.4299999758
2012-07-02,558924.8999999963
2012-07-03,634163.9499999838
2012-07-04,533660.6799999912
2012-07-05,547250.0399999905
2012-07-06,629785.6199999859
2012-07-07,661576.489999974
2012-07-08,682633.2499999532
2012-07-09,594665.5199999866
2012-07-10,523506.59999999154
2012-07-11,532407.1299999951
2012-07-12,535459.4699999988
2012-07-13,567145.0600000083
2012-07-14,656100.3099999704
2012-07-15,712196.9299999799
2012-07-16,514540.1199999988
2012-07-17,479866.7899999968
2012-07-18,434870.3300000156
2012-07-19,466926.1900000034
2012-07-20,533327.3599999913
2012-07-21,590241.0199999934
2012-07-22,610253.8799999831
2012-07-23,469723.4699999982
2012-07-24,454168.7300000075
2012-07-25,438622.06999999925
2012-07-26,433562.92000001273
2012-07-27,488960.3699999993
2012-07-28,522303.7399999993
2012-07-29,555889.3199999968
2012-07-30,439005.819999998
2012-07-31,436709.3799999874
2012-08-01,502403.26000000257
2012-08-02,535447.810000004
2012-08-03,614534.1699999765
2012-08-04,626152.3199999644
2012-08-05,684556.9199999637
2012-08-06,592941.309999993
2012-08-07,513282.5499999944
2012-08-08,515394.2400000031
2012-08-09,567858.9099999893
2012-08-10,557112.7799999831
2012-08-11,680131.7899999724
2012-08-12,719205.2699999805
2012-08-13,558851.9899999818
2012-08-14,529490.6699999932
2012-08-15,565551.3099999728
2012-08-16,528269.8199999894
2012-08-17,535626.5599999967
2012-08-18,635240.3399999802
2012-08-19,665389.8899999767
2012-08-20,502046.1499999945
2012-08-21,454817.4199999904
2012-08-22,434311.9700000049
2012-08-23,425896.1600000078
2012-08-24,495331.5600000049
2012-08-25,591416.1999999835
2012-08-26,631643.0899999754
2012-08-27,469312.48999999405
2012-08-28,426896.45999998867
2012-08-29,405012.43000000407
2012-08-30,418276.3999999859
2012-08-31,525816.3999999764
2012-09-01,644064.5799999648
2012-09-02,654272.659999967
2012-09-03,701247.3699999654
2012-09-04,478749.3100000064
2012-09-05,513688.7699999896
2012-09-06,511542.0900000051
2012-09-07,533298.6499999933
2012-09-08,663300.6199999693
2012-09-09,737440.3299999413
2012-09-10,516128.6500000012
2012-09-11,506862.6800000005
2012-09-12,500791.69000000914
2012-09-13,471355.1699999966
2012-09-14,539581.8899999982
2012-09-15,692402.0499999872
2012-09-16,672739.0799999703
2012-09-17,482721.4900000011
2012-09-18,432901.96999999613
2012-09-19,403696.5299999914
2012-09-20,425225.4799999903
2012-09-21,488331.01000000135
2012-09-22,603158.7799999731
2012-09-23,611539.879999995
2012-09-24,438818.7999999968
2012-09-25,415147.7199999923
2012-09-26,401908.1900000005
2012-09-27,402000.39000001346
2012-09-28,472543.6599999938
2012-09-29,594798.3399999785
2012-09-30,608041.3199999857
2012-10-01,511894.2999999892
2012-10-02,518191.8799999966
2012-10-03,533447.2900000012
2012-10-04,458036.0799999925
2012-10-05,532199.0499999982
2012-10-06,671792.9099999829
2012-10-07,647748.2899999557
2012-10-08,526438.0399999856
2012-10-09,507882.1200000024
2012-10-10,457844.10000000306
2012-10-11,466769.0899999955
2012-10-12,532040.519999999
2012-10-13,612885.6199999653
2012-10-14,644095.5799999929
2012-10-15,538301.9700000044
2012-10-16,414430.1200000035
2012-10-17,392603.68999999587
2012-10-18,382805.59000000346
2012-10-19,433322.4699999944
2012-10-20,535446.3500000046
2012-10-21,542075.2899999913
2012-10-22,392529.57999999623
2012-10-23,368833.2399999945
2012-10-24,353986.6300000109
2012-10-25,349242.3600000045
2012-10-26,467293.18000000017
2012-10-27,558214.569999978
2012-10-28,560800.9799999961
2012-10-29,420539.9999999984
2012-10-30,431648.559999993
2012-10-31,394374.18999999226
2012-11-01,436160.7199999947
2012-11-02,514927.7000000101
2012-11-03,677089.139999977
2012-11-04,642636.4299999716
2012-11-05,537660.1999999899
2012-11-06,498121.65999999974
2012-11-07,476457.7400000135
2012-11-08,504024.82000000804
2012-11-09,579398.6699999811
2012-11-10,661192.779999983
2012-11-11,708151.4699999848
2012-11-12,552378.0200000011
2012-11-13,467099.1400000007
2012-11-14,459808.1400000067
2012-11-15,497847.21999999933
2012-11-16,505371.0100000022
2012-11-17,622275.69999995
2012-11-18,583751.0699999982
2012-11-19,460172.45000001614
2012-11-20,486592.00999998907
2012-11-21,562911.6099999845
2012-11-22,364091.20000000123
2012-11-23,331865.260000006
2012-11-24,442176.8200000029
2012-11-25,498228.53000000364
2012-11-26,403087.1100000069
2012-11-27,378451.9500000133
2012-11-28,357425.1700000063
2012-11-29,362094.0700000053
2012-11-30,435035.51000000926
2012-12-01,625511.9899999752
2012-12-02,645299.0399999672
2012-12-03,566800.9899999938
2012-12-04,459548.34000001906
2012-12-05,511123.77000002866
2012-12-06,506186.0800000034
2012-12-07,527622.6800000003
2012-12-08,659922.9399999769
2012-12-09,718137.9199999641
2012-12-10,523951.89000000624
2012-12-11,513604.72000000667
2012-12-12,512398.6800000229
2012-12-13,473905.67000001064
2012-12-14,550651.8500000052
2012-12-15,682991.4399999727
2012-12-16,644549.7099999696
2012-12-17,511815.72000001406
2012-12-18,506861.9100000079
2012-12-19,523590.85000001633
2012-12-20,516790.2600000117
2012-12-21,514143.8900000116
2012-12-22,632922.4899999655
2012-12-23,626653.8499999781
2012-12-24,545172.5699999876
2012-12-25,248.32000000000053
2012-12-26,443171.58000001276
2012-12-27,425346.69000001304
2012-12-28,471097.9800000005
2012-12-29,535625.3399999957
2012-12-30,530885.649999991
2012-12-31,581391.169999986
2013-01-01,372365.4400000166
2013-01-02,507339.89000000485
2013-01-03,573008.9799999904
2013-01-04,510685.1400000148
2013-01-05,676943.6799999671
2013-01-06,735432.9299999664
2013-01-07,560532.0399999905
2013-01-08,527096.0400000067
2013-01-09,530209.9200000183
2013-01-10,505889.8600000038
2013-01-11,591449.3199999916
2013-01-12,765296.1799999415
2013-01-13,694748.0599999517
2013-01-14,542709.5099999981
2013-01-15,549071.9599999996
2013-01-16,472903.41000000667
2013-01-17,469345.2000000108
2013-01-18,515944.18000001175
2013-01-19,669533.1499999617
2013-01-20,598232.0299999482
2013-01-21,499409.12999999826
2013-01-22,416149.5199999982
2013-01-23,396801.71000000596
2013-01-24,387392.07000001066
2013-01-25,452856.2200000077
2013-01-26,608929.3999999708
2013-01-27,593701.3199999682
2013-01-28,433760.6100000101
2013-01-29,392979.2700000039
2013-01-30,364586.76999999845
2013-01-31,400414.83000001556
2013-02-01,566826.7499999703
2013-02-02,778771.2899999156
2013-02-03,693535.9199999623
2013-02-04,460910.41999999684
2013-02-05,525738.7400000033
2013-02-06,535091.3799999969
2013-02-07,479659.94999999786
2013-02-08,564983.5499999819
2013-02-09,745127.679999949
2013-02-10,694346.7399999311
2013-02-11,600710.489999963
2013-02-12,590438.6099999653
2013-02-13,625739.3199999491
2013-02-14,477745.30999999534
2013-02-15,579397.8899999819
2013-02-16,653493.399999961
2013-02-17,669443.0899999655
2013-02-18,528096.6199999994
2013-02-19,433845.9099999957
2013-02-20,455548.2400000036
2013-02-21,463311.4899999905
2013-02-22,475755.27000000444
2013-02-23,611823.0799999674
2013-02-24,664169.1499999592
2013-02-25,491652.2499999953
2013-02-26,417582.8899999898
2013-02-27,406074.04999999225
2013-02-28,433024.74000001285
2013-03-01,564541.3799999866
2013-03-02,726921.9599999356
2013-03-03,760956.4399999211
2013-03-04,555749.6099999915
2013-03-05,508577.02999998385
2013-03-06,524092.9600000034
2013-03-07,478261.129999988
2013-03-08,551245.6499999838
2013-03-09,689801.0499999543
2013-03-10,683742.7399999541
2013-03-11,598429.2699999773
2013-03-12,556675.8399999851
2013-03-13,512797.49999999994
2013-03-14,524216.8499999905
2013-03-15,602150.2899999792
2013-03-16,664951.1999999373
2013-03-17,673555.4499999713
2013-03-18,498803.46999998717
2013-03-19,448786.28999999654
2013-03-20,443757.16999998986
2013-03-21,444997.20000000397
2013-03-22,498633.1199999979
2013-03-23,601487.1999999632
2013-03-24,628723.8499999526
2013-03-25,461560.3299999874
2013-03-26,451393.11999999627
2013-03-27,427700.4700000024
2013-03-28,449813.3800000026
2013-03-29,560128.689999978
2013-03-30,692992.4199999119
2013-03-31,539073.5099999799
2013-04-01,486833.6399999984
2013-04-02,506612.6800000009
2013-04-03,527363.1999999996
2013-04-04,477736.61999999866
2013-04-05,568726.0399999794
2013-04-06,704373.6299999356
2013-04-07,712861.2199999022
2013-04-08,544727.7899999794
2013-04-09,526009.4699999832
2013-04-10,478635.2099999885
2013-04-11,519248.67999999254
2013-04-12,557415.8099999728
2013-04-13,654220.9899999504
2013-04-14,661688.959999952
2013-04-15,544764.4899999826
2013-04-16,474094.42000000144
2013-04-17,445934.73999998736
2013-04-18,425139.9399999889
2013-04-19,488935.33999998117
2013-04-20,590432.3699999364
2013-04-21,597743.7299999566
2013-04-22,450254.099999989
2013-04-23,406849.3299999877
2013-04-24,406604.59999999084
2013-04-25,397718.9599999982
2013-04-26,452930.1899999929
2013-04-27,515141.5499999945
2013-04-28,588133.2799999594
2013-04-29,420895.9299999841
2013-04-30,421670.87999999383
2013-05-01,458827.1399999752
2013-05-02,488087.76000000344
2013-05-03,563672.6299999731
2013-05-04,613108.4899999308
2013-05-05,681525.7199999243
2013-05-06,589479.8599999559
2013-05-07,510830.0599999985
2013-05-08,492149.6999999897
2013-05-09,547247.4799999845
2013-05-10,516066.4400000043
2013-05-11,692198.9999999091
2013-05-12,601371.7999999564
2013-05-13,544643.4399999825
2013-05-14,517552.29000000446
2013-05-15,545824.2199999751
2013-05-16,489930.36999999615
2013-05-17,520258.7799999973
2013-05-18,591712.7199999442
2013-05-19,654780.879999908
2013-05-20,498622.58999998885
2013-05-21,448609.4899999955
2013-05-22,432344.9500000107
2013-05-23,455438.2600000078
2013-05-24,513651.95999999513
2013-05-25,569741.8099999725
2013-05-26,549920.8899999936
2013-05-27,537659.2599999837
2013-05-28,433408.90999999695
2013-05-29,391528.82000000804
2013-05-30,412766.7199999859
2013-05-31,511712.9700000045
2013-06-01,638447.4799999442
2013-06-02,705145.7899999026
2013-06-03,606029.7999999509
2013-06-04,513700.16000000277
2013-06-05,557964.5099999681
2013-06-06,540174.6299999726
2013-06-07,586379.9099999488
2013-06-08,682375.2399999127
2013-06-09,759229.4899998991
2013-06-10,584455.2699999334
2013-06-11,554373.2199999796
2013-06-12,555700.7199999772
2013-06-13,535283.2999999847
2013-06-14,624485.5299999451
2013-06-15,728652.5899999193
2013-06-16,605384.4599999674
2013-06-17,518529.11999999965
2013-06-18,462973.819999999
2013-06-19,454287.26999998087
2013-06-20,476249.739999989
2013-06-21,529437.6699999877
2013-06-22,613742.0199999312
2013-06-23,645490.799999913
2013-06-24,507919.3599999859
2013-06-25,475068.96999999485
2013-06-26,457680.2099999997
2013-06-27,462886.81999998866
2013-06-28,543694.4099999724
2013-06-29,654578.3999999042
2013-06-30,654153.43999991
2013-07-01,569227.0599999314
2013-07-02,573722.6199999473
2013-07-03,703420.6499998937
2013-07-04,584326.2799999701
2013-07-05,625476.7199999257
2013-07-06,639255.3599999554
2013-07-07,706646.729999915
2013-07-08,590862.1599999521
2013-07-09,597022.0699999586
2013-07-10,543510.2999999912
2013-07-11,583809.3499999846
2013-07-12,631968.7899999315
2013-07-13,685314.2799999218
2013-07-14,733607.3299999052
2013-07-15,610574.7299999711
2013-07-16,514524.9500000038
2013-07-17,501762.26999996457
2013-07-18,531063.2699999905
2013-07-19,545433.0399999828
2013-07-20,620321.5999999508
2013-07-21,624306.5499999347
2013-07-22,489843.39999998565
2013-07-23,468098.93999998906
2013-07-24,461273.6699999888
2013-07-25,469171.84999998676
2013-07-26,535683.4999999709
2013-07-27,595997.6699999291
2013-07-28,608979.1999999363
2013-07-29,478678.7399999813
2013-07-30,442472.0799999826
2013-07-31,456849.92999998253
2013-08-01,544622.3899999621
2013-08-02,612895.429999935
2013-08-03,711692.389999907
2013-08-04,665974.1999998885
2013-08-05,603801.5399999581
2013-08-06,582720.9999999591
2013-08-07,552531.8299999592
2013-08-08,554369.6699999716
2013-08-09,647101.3999999276
2013-08-10,656773.249999897
2013-08-11,744132.2399998864
2013-08-12,614781.9499999521
2013-08-13,551773.799999971
2013-08-14,527581.8000000076
2013-08-15,580848.33999996
2013-08-16,560087.3199999701
2013-08-17,654577.289999937
2013-08-18,654230.8599999152
2013-08-19,518602.81999998284
2013-08-20,457131.94999999384
2013-08-21,473292.8699999911
2013-08-22,459521.89999999915
